Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0,0,0,0,29,4279.967,0.04482759,0.07241379,0,0,12,2,2,1,1,2,0,0
0,0,0,0,40,694.0179,0.005,0.0175,0,0,12,2,2,3,2,0,0,0
0,0,0,0,56,1531.92,0.01150794,0.0178811,0,0,11,3,2,1,2,2,1,0
0,0,0,0,50,2147.983,0.01228571,0.02476812,0,0,11,3,2,1,2,2,1,0
2,80,6,141.75,47,3573.472,0.003773585,0.01200686,34.85661,0,12,2,2,3,1,2,0,0
3,21.5,2,70.875,28,1338.225,0.007070707,0.03252525,0,0,12,1,1,2,3,2,0,0
0,0,0,0,3,181.5,0,0.03333333,0,0,12,4,1,1,6,2,1,0
0,0,0,0,72,3559.375,0.008571429,0.02379762,0,0,11,2,2,1,2,2,0,0
0,0,0,0,8,1231.792,0.0825,0.08055556,0,0,12,3,2,1,3,2,0,0
0,0,0,0,11,146.5,0.01818182,0.01818182,0,0,11,1,1,1,2,0,0,0
0,0,0,0,5,115.625,0.04,0.088,0,0,11,2,2,3,3,2,0,0
0,0,0,0,3,13,0.06666667,0.1333333,0,0,12,3,2,3,1,2,1,0
0,0,0,0,11,357,0.01818182,0.03636364,0,0,12,2,2,7,2,2,1,0
0,0,0,0,1,0,0.2,0.2,0,0,12,2,2,2,3,2,0,0
1,2,0,0,23,1016.161,0.02434783,0.02402746,0,0,11,3,2,2,13,2,0,0
7,190.2628,4,195,124,3197.29,0.01032051,0.01989345,7.05993,0,11,3,2,6,2,2,1,0
3,215,0,0,53,1481.429,0.001851852,0.01234568,56.3176,0,11,1,8,1,11,2,1,1
8,164.5833,1,880.25,62,2587.151,0.008333333,0.01316138,0,0,12,1,2,7,2,2,0,0
0,0,0,0,17,390.7738,0,0.025,0,0,11,1,1,3,3,0,1,0
0,0,0,0,20,402.9583,0.02,0.03666667,0,0,12,3,2,3,2,2,0,0
4,47.83333,0,0,69,2499.99,0,0.007608395,0,0,11,2,2,8,2,0,0,0
0,0,0,0,37,1212,0.01081081,0.01711712,0,0,11,2,2,6,2,2,0,1
2,84.5,0,0,21,710.5417,0.01212121,0.02878788,0,0,11,2,4,4,2,2,0,0
0,0,0,0,15,313.25,0.01333333,0.03333333,0,0,11,2,2,3,10,2,0,0
3,199,0,0,34,1425.567,0,0.008823529,0,0,11,2,2,9,2,0,0,1
10,236.0795,2,5,107,2589.882,0.01060156,0.01962754,0,0,12,3,2,4,2,2,0,0
0,0,0,0,2,17,0,0.1,0,0,11,4,1,4,10,2,1,0
3,33,1,10,45,1142.196,0,0.02444444,0,0,12,2,2,1,2,2,0,0
0,0,0,0,36,777.3333,0,0.005882353,89.29549,0,12,3,2,4,8,0,1,1
0,0,0,0,23,736.2333,0.004545455,0.01363636,140.6621,0,12,1,8,1,11,0,0,1
0,0,0,0,1,0,0.2,0.2,0,0,11,3,2,9,13,2,1,0
0,0,1,0,10,210.25,0,0.01818182,0,0,11,1,1,1,2,0,0,0
0,0,1,0,77,1266.094,0.002597403,0.02363224,0,0,12,2,2,1,2,2,0,0
5,75.5,0,0,24,1009.95,0.007407407,0.01851852,0,0,11,2,4,6,3,2,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,3,2,6,1,2,0,0
0,0,0,0,82,1661.133,0.02,0.03447917,18.58458,0,12,4,1,1,2,2,1,0
0,0,0,0,43,907.5083,0,0.002439024,0,0,11,1,1,1,2,0,1,0
0,0,0,0,10,105.6167,0.02222222,0.04814815,0,0,11,1,1,3,2,2,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,3,2,1,3,2,0,0
0,0,0,0,9,521,0,0.02962963,0,0,12,3,2,3,11,0,0,0
0,0,0,0,15,411.0833,0.01333333,0.03333333,0,0,11,2,2,3,3,2,0,0
0,0,5,118.5,17,558.3988,0.02272727,0.04621212,0,0,12,1,8,5,11,2,0,0
0,0,0,0,3,104,0,0.06666667,0,0,11,2,4,3,1,2,0,0
0,0,0,0,50,3421.576,0,0.01233333,0,0,11,2,2,1,2,0,1,0
0,0,0,0,24,806.125,0,0.01666667,0,0,11,1,1,6,3,2,0,0
0,0,0,0,46,2158.5,0.01956522,0.03224638,0,0,11,1,2,7,2,2,0,0
7,261.5,0,0,117,3484.269,0.0025,0.014375,0,0,12,2,2,6,1,2,0,0
1,28.5,1,0,315,11232.66,0.003164557,0.01925258,0,0,11,2,2,1,2,2,0,0
2,82,0,0,9,587.25,0.01,0.04166667,0,0,12,3,2,1,8,2,1,0
7,330.0556,5,251.5,116,2971.435,0.001858304,0.01230352,3.701619,0,12,2,2,2,2,2,0,0
1,12,2,11,18,974.1667,0.005454545,0.03225108,0,0,11,3,2,1,2,0,0,0
4,102.0833,0,0,21,863.1667,0,0.01583333,0,0,12,1,1,1,8,2,0,0
0,0,0,0,5,103.5,0,0.04,0,0,12,1,1,4,2,2,1,0
1,23,1,284,78,2448.536,0.01189873,0.02841508,0,0,12,2,2,3,10,2,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,2,2,7,13,2,0,0
1,50.5,0,0,3,192.5,0,0.05,0,0,11,2,2,8,2,0,1,0
1,8.214286,3,62.5,166,9666.858,0.002380952,0.0129805,29.34771,0,11,2,2,1,2,2,0,1
0,0,1,0,48,783.6944,0.0122449,0.01877551,0,0,12,2,2,3,2,2,0,0
4,34.83333,2,33.75,32,929.0833,0.005714286,0.01619048,34.29431,0,12,2,2,1,2,0,0,1
13,296.0417,3,46.25,52,1249.482,0.03688525,0.06146051,0,0,12,1,1,3,1,2,0,0
5,222.75,0,0,31,4374.417,0.01176471,0.02509804,0,0,12,1,1,2,1,2,0,0
1,11.5,0,0,19,887.8,0.008823529,0.03267974,0,0,11,3,2,1,3,2,0,0
9,559.1667,0,0,126,4558.372,0,0.00620155,0,0,11,2,2,3,2,2,0,0
0,0,0,0,50,2549.535,0.0122449,0.03653061,0,0,11,1,2,2,2,2,0,0
0,0,0,0,5,168,0.04,0.08,0,0,11,3,2,1,2,2,0,0
0,0,0,0,22,849.8333,0,0.02121212,0,0,11,2,2,1,3,2,0,0
0,0,0,0,19,621.4167,0,0.01578947,0,0,12,4,1,1,2,2,1,0
0,0,1,273,22,2386,0,0.02028985,0,0,12,2,2,6,2,0,0,1
2,63.79167,1,74,18,385.2917,0.01704261,0.03754386,12.0087,0,11,3,2,3,2,2,0,0
1,5,0,0,65,2498.834,0.003174603,0.01005291,0,0,12,3,2,3,6,2,1,0
0,0,0,0,2,0,0.2,0.2,0,0,11,2,2,1,1,2,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,1,1,5,3,2,0,0
0,0,0,0,24,550.1667,0.008333333,0.05083333,0,0,11,2,2,1,2,2,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,6,2,9,2,2,0,0
1,11,0,0,20,1166.333,0,0.002631579,14.12737,0,11,2,2,2,2,2,1,1
0,0,0,0,15,814,0.03076923,0.05384615,0,0,11,1,8,7,1,2,0,0
7,194.0833,1,71.25,15,446.25,0,0.01568627,0,0,12,2,2,1,2,2,0,0
0,0,0,0,8,143.2,0,0.02916667,0,0,11,3,2,1,2,2,0,0
6,141,1,16,143,4081.249,0.002721088,0.01562134,5.376741,0,11,2,2,1,2,2,0,0
0,0,0,0,48,1607.192,0,0.004609929,5.157804,0,12,1,1,1,2,2,1,1
11,316.8229,1,10,29,1233.308,0.009142857,0.03247619,0,0,12,2,2,1,2,2,0,0
5,142,2,234.5,5,60.5,0.03333333,0.04814815,0,0,12,3,5,3,8,2,0,0
0,0,0,0,4,47.5,0,0.05,0,0,11,2,5,1,2,2,0,0
0,0,0,0,12,676.25,0,0.025,0,0,11,2,4,1,6,2,0,0
7,294,0,0,7,639,0,0.01818182,0,0,12,2,4,9,10,2,0,0
0,0,0,0,79,4709.993,0,0.005574489,0,0,11,2,2,6,2,0,0,1
0,0,0,0,5,168.5,0,0.04,0,0,11,2,4,1,2,2,0,0
0,0,0,0,231,11246.13,0.001746725,0.01002911,0,0,11,2,2,3,2,2,1,0
3,29.25,0,0,32,1729.75,0,0.005714286,16.72937,0,12,2,4,3,2,0,0,1
3,45.5,0,0,13,661.9167,0,0.025,0,0,11,2,2,1,2,0,0,0
11,392.5,0,0,206,8437.099,0,0.006257147,0,0,11,2,4,1,2,2,0,0
0,0,0,0,12,1145.417,0.009090909,0.04848485,0,0,11,3,2,8,10,2,1,0
0,0,0,0,10,174.0833,0.06,0.07,0,0,11,2,2,9,1,2,1,0
4,229.25,0,0,8,372.25,0.02222222,0.00952381,0,0,12,1,2,1,8,2,0,0
11,353.125,6,230.25,85,3725.671,0.007446809,0.0149609,2.527217,0,12,3,2,6,1,2,0,1
4,39.58333,0,0,115,2547.718,0.003478261,0.007207729,13.26221,0,11,2,2,4,10,2,0,1
4,140.75,2,8,16,2073.383,0,0.01666667,0,0,11,3,2,3,2,2,0,0
0,0,0,0,73,2784.8,0.002739726,0.01531756,6.135982,0,11,2,2,5,2,2,1,0
1,20,1,35.5,35,946.5952,0,0.01333333,0,0,11,2,2,1,2,2,0,0
8,305.6667,1,0,35,796.25,0.005555556,0.01157407,0,0,12,1,1,3,10,2,0,0
2,25,0,0,7,181.75,0,0.02222222,0,0,12,2,2,1,2,2,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,1,1,1,3,2,0,0
1,12,0,0,43,2209.555,0.01031746,0.02231702,0,0,12,1,1,1,2,2,0,0
0,0,4,14,8,284.7,0.01666667,0.04722222,0,0,11,3,2,7,2,2,0,1
3,39.875,1,414.5,88,4937.64,0.002173913,0.005857488,25.57243,0,11,2,1,1,2,2,0,1
1,37.5,0,0,25,593.2917,0.008333333,0.00375,0,0,12,1,1,1,1,2,1,0
0,0,0,0,23,752.7619,0.01304348,0.01521739,0,0,12,1,1,6,3,2,0,0
7,170.5,3,161.5,114,3494.831,0.003601695,0.0187622,0,0,12,2,10,1,2,2,0,0
0,0,0,0,7,248,0.05714286,0.08095238,0,0,11,3,2,3,13,2,0,0
2,992.7143,5,809.5,28,1793.214,0.005714286,0.01642857,9.699177,0,11,2,2,1,10,2,0,1
7,228.25,0,0,39,968.0924,0.01547619,0.02301587,7.497155,0,11,3,2,1,1,2,0,0
5,145,2,349,33,2161.133,0.01282051,0.04478633,16.58165,0,11,2,2,7,1,2,0,1
0,0,0,0,1,0,0.2,0.2,0,0,11,2,2,1,13,2,0,0
8,164.4,0,0,33,865.8071,0,0.0122807,61.61833,0,12,2,2,5,2,0,0,1
0,0,0,0,23,1202.75,0,0.004545455,0,0,12,8,13,9,20,1,1,0
8,318.8013,3,164,107,4447.111,0.001169591,0.01314682,0,0,11,2,2,1,3,2,0,1
1,0,0,0,59,1669.94,0.004137931,0.0116111,0,0,12,2,2,3,7,2,1,0
0,0,0,0,15,290.1,0,0.02666667,0,0,12,2,5,6,3,2,0,0
6,145,0,0,85,1704.581,0.002930403,0.02539857,0,0,11,1,2,3,2,2,0,1
5,77.08333,2,96.5,15,2106.833,0.01428571,0.03730159,0,0,11,1,1,4,2,2,1,1
0,0,0,0,11,398.6944,0.01481482,0.05925926,0,0,11,1,8,3,11,2,0,0
5,39.5,3,62.25,339,16138.29,0.004778942,0.02019381,0,0,11,2,2,3,2,2,0,0
0,0,0,0,11,2123,0.01818182,0.03636364,0,0,12,2,2,1,6,2,0,0
0,0,0,0,7,133.5,0,0.025,0,0,11,2,2,6,6,1,0,0
1,12,0,0,43,851.8857,0,0.009883721,11.65996,0,11,2,2,1,2,2,0,1
2,113,2,501,14,381.75,0,0.03529412,0,0,12,2,10,2,2,2,0,0
2,45.5,0,0,22,535,0,0.025,9.65025,0,11,2,2,3,11,2,1,1
0,0,0,0,2,0,0.2,0.2,0,0,11,1,1,1,8,0,0,0
9,250.2222,5,343.875,82,5076.381,0,0.01098242,28.41708,0,12,3,2,1,13,2,0,1
2,42.5,2,10,43,1543.5,0,0.004444444,8.671344,0,12,8,13,9,20,1,0,1
0,0,0,0,1,0,0.2,0.2,0,0,11,3,2,1,13,2,0,0
0,0,0,0,6,60,0.15,0.1388889,0,0,11,3,2,5,1,2,0,0
0,0,0,0,40,3675.5,0,0.01666667,0,0,11,2,2,8,10,2,0,0
0,0,0,0,2,41.5,0.1,0.1,0,0,12,1,1,3,1,2,1,0
1,8,1,47.5,46,689.0606,0.002272727,0.01206294,1.125146,0,11,2,2,2,11,2,1,1
0,0,0,0,18,323.6833,0,0.005208333,0,0,12,3,2,2,1,2,0,0
0,0,0,0,17,935.25,0,0.009803922,0,0,11,2,2,1,2,0,0,0
4,50,4,486.6667,6,555.6667,0,0.008333333,0,0,12,3,2,1,2,2,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,3,2,1,20,2,0,0
5,224.75,0,0,10,235.4167,0.01538462,0.03076923,0,0,12,1,1,8,2,0,0,0
0,0,0,0,13,524,0,0.01666667,45.46426,0,11,2,4,9,8,0,1,1
0,0,0,0,25,445.5833,0.004,0.024,0,0,12,2,10,1,1,2,0,0
7,112.375,0,0,24,916.5,0.01096774,0.03612903,0,0,11,3,2,3,3,2,0,0
11,162.75,3,67.5,80,2453.177,0.004022989,0.01777891,4.289679,0,11,2,2,3,2,2,0,1
3,119.5,0,0,17,673.625,0.02,0.02,0,0,12,3,2,1,10,2,1,0
0,0,0,0,2,0,0.1,0.15,0,0,11,2,2,1,13,2,0,0
0,0,0,0,15,384,0,0.01428571,0,0,12,3,2,1,2,0,0,0
1,10,0,0,12,220.2667,0,0.02,60.62238,0,11,1,1,1,8,0,1,1
3,93.5,0,0,8,170.25,0,0.02,0,0,11,2,2,3,2,2,0,0
0,0,0,0,9,242.75,0,0.07407407,0,0,11,2,5,7,2,2,0,0
1,11,1,0,12,91.75,0,0.03809524,0,0,11,1,1,1,3,2,0,0
0,0,0,0,25,316.5417,0,0.02,0,0,12,2,2,9,1,2,0,0
7,198.75,0,0,20,818.5833,0,0.002777778,0,0,12,3,2,4,8,0,0,0
2,15,0,0,7,620.5,0.02857143,0.08571429,0,0,11,2,2,1,3,2,0,0
0,0,0,0,7,275.5,0,0.02857143,0,0,11,3,2,2,1,2,0,0
16,237.35,0,0,46,1143.833,0.009803922,0.01448802,0,0,11,3,2,4,1,2,1,0
2,45.5,0,0,39,2011.042,0,0.0125,53.73655,0,11,2,2,1,8,2,0,1
0,0,0,0,1,0,0.2,0.2,0,0,12,3,2,1,2,2,0,0
0,0,0,0,2,0,0.1,0.2,0,0,11,2,2,1,1,2,0,0
7,1463.333,0,0,30,1410.239,0.005263158,0.01055724,0,0,11,1,1,4,2,0,0,0
6,87.7,2,60.5,24,448.1946,0,0.005747126,0,0,11,2,5,1,8,0,0,0
0,0,0,0,30,953.6667,0.02666667,0.07111111,0,0,12,2,2,2,1,2,0,0
8,268.25,0,0,71,2426.792,0.002702703,0.01081081,33.86849,0,11,2,2,1,8,2,0,1
2,14,2,189,134,6732.124,0.008018648,0.02503022,0,0,11,1,8,3,11,2,0,0
2,38,0,0,3,33.33333,0,0.03055556,0,0,11,2,2,8,10,2,0,1
4,44.75,0,0,9,404.5,0,0.03,0,0,11,2,2,1,2,2,0,0
0,0,0,0,6,81.66667,0,0.06666667,0,0,12,2,2,7,2,2,1,0
0,0,0,0,1,48.5,0,0.1,0,0,11,1,1,1,3,1,0,0
0,0,0,0,12,544,0,0.01666667,0,0,11,2,2,2,1,2,0,0
0,0,0,0,3,31,0,0.03333333,0,0,12,2,2,1,2,0,0,0
1,9,0,0,13,858.8333,0.01428571,0.05119048,0,0,11,1,1,6,11,2,0,1
3,49.125,0,0,19,344.3452,0.01052632,0.01578947,0,0,11,3,2,1,13,2,0,0
0,0,2,48.5,59,2195.283,0.009836066,0.03060109,0,0,11,2,2,7,2,2,0,1
7,105.2083,2,139.5,98,3452.262,0.003543956,0.02462704,0,0,11,4,1,1,3,2,0,0
0,0,0,0,16,865.5833,0,0.002083333,93.77762,0,12,1,1,1,2,0,1,1
0,0,0,0,89,3614.105,0.006439394,0.02056981,0,0,11,1,1,1,2,2,1,0
0,0,0,0,58,1893.444,0.002380952,0.01904762,0,0,11,1,1,6,10,2,1,1
4,305,0,0,16,1090.7,0,0.04166667,0,0,11,2,2,1,2,2,0,0
2,21,0,0,33,682.9583,0.008823529,0.0256536,0,0,12,3,2,9,2,0,0,0
2,19,0,0,28,1183.65,0,0.006896552,21.21127,0,12,3,12,9,2,2,0,1
5,59,0,0,152,7114.798,0.002597403,0.01070975,0,0,11,2,2,1,1,2,0,0
1,33.5,0,0,33,880.6333,0,0.03411765,0,0,12,2,2,4,3,2,0,0
0,0,0,0,11,191,0.03636364,0.03636364,0,0,12,1,1,8,2,2,0,0
7,214.25,0,0,118,2652.553,0.001652893,0.01002066,0,0,11,2,2,4,10,2,0,0
5,55.5,2,132.5,61,2190.429,0.01384615,0.038779,0,0,11,3,2,3,13,2,0,0
3,72.5,2,523.75,8,178.75,0.02307692,0.06923077,0,0,11,1,1,1,3,2,0,0
0,0,0,0,17,356.0833,0,0.01333333,151.5651,0,11,2,5,5,8,0,0,1
2,229.5,2,29.75,8,212.75,0,0.025,0,0,12,3,2,3,2,0,0,0
0,0,0,0,7,357.75,0.01428571,0.07714286,0,0,11,4,1,4,10,2,1,0
1,96.66667,0,0,23,1605.875,0.03181818,0.05030303,54.10231,0,12,2,2,2,10,2,0,1
1,52.5,0,0,162,3608.433,0.001242236,0.004347826,54.0487,0,11,2,2,7,2,0,0,1
1,20,0,0,283,9354.484,0.003043735,0.0230417,0,0,11,2,2,1,3,2,0,0
7,70,4,35,131,4442.394,0.01167883,0.0142835,0,0,11,4,1,1,2,2,1,0
0,0,0,0,1,343,0,0.06666667,0,0,11,2,2,4,3,1,0,0
0,0,0,0,31,2767.625,0,0.006896552,52.67778,0,11,8,13,9,20,1,0,1
9,319.8333,1,18,10,332.3333,0,0.01538462,0,0,12,1,1,5,2,2,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,8,13,9,20,1,0,0
1,0,0,0,106,4568.339,0.003647799,0.01352922,0,0,11,1,1,2,10,2,0,1
15,270.0167,3,122,66,2780.6,0,0.01653333,0,0,11,2,2,3,10,2,0,0
4,31,4,106,27,825.1402,0.006896552,0.02551724,0,0,11,2,2,3,2,2,1,0
0,0,0,0,6,172.2083,0.03333333,0.04444444,0,0,12,3,2,6,2,0,0,1
0,0,0,0,14,416.6667,0,0.01904762,0,0,12,2,2,2,3,2,0,0
0,0,0,0,6,226.6667,0,0.03333333,0,0,12,4,1,9,1,2,1,0
0,0,0,0,4,95,0,0.05,0,0,12,8,13,9,20,1,0,0
0,0,0,0,4,66,0,0.05,0,0,12,1,1,8,2,2,0,0
3,34,1,1530,97,3989.486,0.002,0.01220187,0,0,11,2,2,1,3,2,1,0
2,17.33333,0,0,89,3401.3,0.002222222,0.01483598,5.133912,0,11,2,2,1,2,2,1,0
4,48.66667,0,0,66,2436.106,0.006036217,0.0345607,12.02905,0,11,2,2,3,6,2,0,0
0,0,0,0,15,314.5,0,0.01333333,0,0,12,8,13,9,20,1,0,0
12,198.7727,4,11,76,4514.739,0.01097884,0.02465664,0,0,11,2,2,3,1,2,0,1
14,184.1557,7,360.1667,127,3418.697,0.003900709,0.01370098,2.136326,0,12,3,2,4,2,2,1,0
3,28.5,0,0,8,181.6667,0.02222222,0.04444444,0,0,12,1,1,3,10,2,0,0
0,0,0,0,11,689.9917,0,0.02666667,0,0,11,3,2,3,6,2,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,8,2,6,13,2,0,0
0,0,0,0,15,755.25,0.02666667,0.03333333,0,0,11,2,2,6,1,2,1,0
1,2,0,0,6,106.75,0.03333333,0.04444444,0,0,11,3,2,3,3,2,0,0
0,0,0,0,23,180.5,0.009090909,0.03636364,0,0,11,2,2,1,7,2,1,0
3,40,0,0,24,3830,0,0.02533333,0,0,11,1,1,7,8,0,0,1
0,0,1,97,143,8060.964,0.002923977,0.0207985,0,0,11,2,2,7,2,2,0,0
8,175.125,0,0,7,96.125,0,0.02666667,0,0,11,1,1,2,8,0,0,0
6,96,6,251.6667,16,261,0.01282051,0.02987179,0,0,11,3,2,7,1,2,1,0
0,0,0,0,1,0,0.2,0.2,0,0,12,2,2,1,1,2,1,0
0,0,0,0,7,1544.75,0.01428571,0.03333333,0,0,12,1,1,3,1,2,0,0
12,1276.264,0,0,118,3215.173,0,0.005446194,22.45842,0,11,3,2,8,3,2,0,1
1,17,1,23.75,62,3688.847,0.0166129,0.02715054,3.663778,0,12,3,2,3,1,2,1,0
0,0,0,0,15,827.1667,0.01333333,0.04666667,0,0,12,1,1,8,20,2,0,0
1,11,0,0,59,4165.139,0.008333333,0.01745833,0,0,11,3,2,3,10,2,0,0
0,0,2,246.5,52,1838.85,0.003703704,0.01450617,0,0,12,2,7,3,2,0,0,0
2,12,0,0,85,3887.222,0.000595238,0.01850649,0,0,12,3,2,7,3,2,0,0
4,82.25,6,144,82,3174.643,0.004494382,0.01208107,0,0,11,1,1,1,2,2,1,0
0,0,0,0,40,700.1278,0.011,0.02778846,0,0,11,1,1,1,10,2,1,0
0,0,0,0,1,0,0.2,0.2,0,0,11,3,2,3,13,2,0,0
0,0,0,0,27,1316.036,0,0.02222222,0,0,11,2,2,1,1,2,0,0
6,49.08333,1,619.5,58,2572.429,0.00625,0.02072917,0,0,11,1,2,1,2,2,0,1
0,0,0,0,36,1287.958,0.03425926,0.07333333,0,0,12,2,2,1,3,2,0,0
1,53.5,0,0,53,2019.829,0.007692308,0.01573427,0,0,11,2,2,3,2,2,0,0
2,93,2,221,41,716.7917,0.008888889,0.04148148,0,0,11,2,2,3,2,2,0,0
0,0,2,1494.5,109,3339.076,0.008181818,0.01458245,0,0,11,2,2,4,8,2,1,0
1,60.75,0,0,13,355.1667,0.01538462,0.05641026,0,0,11,3,2,3,3,2,0,0
1,151.5,0,0,10,304.75,0,0.007407407,0,0,12,3,2,2,2,2,0,0
5,36,0,0,237,6817.942,0.00167364,0.01380616,3.960306,0,11,2,2,1,3,2,0,1
4,712,0,0,77,3785.562,0.002564103,0.00982906,0,0,11,2,2,2,8,0,0,1
0,0,0,0,8,361,0,0.025,0,0,12,2,2,3,3,2,0,0
4,406,0,0,55,2570.426,0.003508772,0.01727804,0,0,11,3,2,4,2,2,1,0
1,108,0,0,37,1209.558,0.01666667,0.03338624,0,0,12,2,2,1,1,2,0,0
12,393.2667,0,0,15,366.5833,0.00952381,0.01380952,0,0,12,2,4,6,1,0,0,0
7,367.6667,3,9,58,4191.032,0.01458333,0.03309338,1.385792,0,11,1,1,7,15,2,1,0
13,344.4922,5,271.25,182,5402.785,0.000968661,0.006829256,16.27512,0,12,3,2,1,2,2,0,0
2,270,3,228.5,13,2451,0,0.02142857,42.22151,0,11,2,2,4,2,2,0,1
14,367.25,3,400.375,195,7980.363,7.5e-05,0.005865824,3.868633,0,11,2,2,2,1,2,1,1
4,33,0,0,3,20,0,0.04,0,0,11,2,2,6,2,2,0,0
0,0,0,0,27,910,0.007407407,0.01111111,0,0,11,4,2,1,3,0,1,0
0,0,0,0,8,866,0.05,0.05833333,0,0,12,2,2,2,6,2,0,0
2,58.5,0,0,28,968.6667,0.0137931,0.02471264,14.02864,0,11,2,5,1,3,2,0,1
0,0,0,0,15,1390.583,0.025,0.05,39.48337,0,12,2,2,2,1,2,0,0
5,400,0,0,20,991.5,0,0.01304348,22.1342,0,12,2,2,3,2,2,0,1
0,0,0,0,2,0,0.2,0.2,0,0,11,3,2,4,13,2,0,0
2,55.5,0,0,25,2466.533,0.007407407,0.02888889,49.01324,0,12,2,2,1,2,2,0,0
0,0,0,0,12,592.5,0,0.02222222,0,0,12,2,2,1,2,2,0,0
0,0,0,0,55,1933.424,0.001818182,0.01735537,0,0,11,2,2,1,2,2,0,0
5,166.3333,1,0,38,1869.451,0.004545455,0.01003788,0,0,12,2,4,8,2,0,0,1
8,177.6667,1,23,56,2581.355,0.003278689,0.01137333,0,0,11,3,2,3,2,2,1,0
2,32.5,0,0,3,39,0.04,0.02666667,0,0,12,1,1,1,2,2,1,0
0,0,0,0,3,170.6667,0.03333333,0.02666667,0,0,12,3,3,1,11,0,0,0
0,0,0,0,26,875.156,0,0.001333333,40.42328,0,11,2,2,7,2,2,0,1
11,208.25,2,109,54,2871.104,0,0.02146893,0,0,11,2,2,1,2,2,0,0
0,0,0,0,5,185,0,0.04,0,0,11,3,2,7,6,0,1,0
4,72,0,0,32,2258.175,0,0.02571429,38.19067,0,11,2,2,9,2,2,0,0
6,57,0,0,80,1982.885,0.007594937,0.03349944,0,0,11,2,6,6,1,2,0,0
4,91,2,9.5,104,2856.994,0.01692929,0.04136935,0,0,12,2,2,2,10,2,0,0
0,0,0,0,38,2232.833,0,0.02631579,0,0,11,2,2,2,2,2,1,1
4,364.5,0,0,27,955.525,0.01333333,0.02222222,0,0,11,3,2,3,1,2,1,0
1,39.5,0,0,52,3329.1,0.01223156,0.0424698,0,0,11,2,2,3,10,2,0,0
0,0,0,0,28,1283.75,0.01428571,0.02380952,0,0,12,2,2,1,2,2,1,0
3,16,0,0,29,423.1667,0.01034483,0.02988506,0,0,12,3,2,6,1,2,1,0
6,123.4643,0,0,34,1570.469,0.001052632,0.01043172,19.66913,0,12,2,2,2,7,2,1,1
0,0,1,117,8,404,0.025,0.0375,0,0,12,2,2,8,2,2,0,0
0,0,0,0,1,0,0.2,0.2,0,0,12,1,1,7,3,2,0,0
1,17,0,0,21,602.9167,0.02666667,0.0425,0,0,11,3,2,1,13,2,0,0
0,0,0,0,9,205.5,0,0.004444444,0,0,11,8,1,1,3,2,0,0
3,793.75,1,0,65,3186.958,0.0115942,0.01993559,0,0,11,1,1,4,2,2,0,0
1,59.5,0,0,20,646.1667,0,0.02533333,0,0,12,2,2,9,3,2,0,0
3,28,0,0,20,633.75,0,0.01904762,32.43718,0,12,2,10,1,1,2,1,1
0,0,0,0,4,100.25,0,0.06666667,0,0,12,3,2,3,20,2,1,0
6,283.0167,1,235.75,21,1338.933,0,0.008695652,0,0,12,2,2,7,1,2,0,0
0,0,0,0,18,542.9333,0,0.009259259,0,0,11,3,2,1,11,0,0,0
6,116.6974,0,0,171,9405.837,0.008313228,0.02825617,0,0,12,3,2,3,2,2,0,1
0,0,0,0,1,0,0.2,0.2,0,0,11,8,1,2,8,0,0,0
0,0,0,0,10,249.3333,0,0.02,0,0,11,1,2,6,8,0,0,0
3,14.5,5,1007.5,26,672.875,0,0.03235294,0,0,11,2,2,3,1,2,0,0
4,99,3,112.25,46,930.0141,0.001960784,0.01647059,0,0,11,1,1,3,10,2,0,0
0,0,0,0,88,5093.3,0.004924242,0.02339384,0,0,11,2,2,1,2,2,0,0
9,164.5833,1,0,76,3580.333,0.004819277,0.02052209,12.2078,0,11,4,1,1,1,2,0,0
2,134.5,0,0,18,362.5,0,0.01333333,0,0,12,3,2,1,2,0,0,0
0,0,0,0,39,2034.467,0.005128205,0.01555556,0,0,11,2,2,1,2,2,1,1
0,0,0,0,8,101.75,0.025,0.075,0,0,11,2,2,6,2,2,0,0
0,0,4,620.25,23,997.2879,0.012,0.03189744,0,0,12,1,1,3,2,2,1,0
1,7,2,12,5,412.25,0,0.0375,0,0,12,2,2,1,2,2,0,0
0,0,0,0,12,680.5,0,0.01818182,42.42253,0,12,2,2,6,10,2,0,1
6,723.5,2,410.5,5,109,0,0.01538462,0,0,11,2,5,2,2,1,0,1
0,0,0,0,47,1093.833,0.004444444,0.01851852,0,0,12,2,2,2,1,2,0,0
0,0,0,0,7,343.25,0,0.02857143,49.36351,0,11,2,2,2,7,2,1,1
8,205.25,0,0,155,4502.511,0.000176367,0.01088598,3.801289,0,11,2,2,1,6,2,0,1
